ticket_id,text,category,priority
TCK-10754,"Our corporate account was billed twice for invoice #10667. Total overcharge is $3,575. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Medium
TCK-11061,Escalation notice: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Minor inconvenience for internal staff.,Account & Access,High
TCK-10494,Helpdesk dispatch: Intermittent failure: processing payroll deductions for all employees fails with HTTP 504 Gateway Timeout for about 15% of requests. Halts all production CI/CD deployments across engineering.,Bug / System Error,Medium
TCK-10685,Support inquiry from tier-1: Requesting official formal price quote for expanding from 50 to 150 user licenses for Hooli Tech. Halts all production CI/CD deployments across engineering.,Billing & Payment,Low
TCK-11436,Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Low
TCK-11746,Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Medium
TCK-10457,Intermittent failure: executing SQL query against reporting replica fails with HTTP 401 Unauthorized for about 15% of requests. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Medium
TCK-10520,"Disputed transaction: We were charged the Enterprise annual tier rate of $1,566 instead of monthly tier. Halts all production CI/CD deployments across engineering.",Billing & Payment,High
TCK-10643,"Helpdesk dispatch: Account marked past due and suspended, but wire transfer of $1,590 was completed 3 business days ago. Affects more than 2,000 active concurrent users.",Billing & Payment,Critical
TCK-11638,Urgent assistance requested: Requesting comprehensive audit log viewer in the admin console to track configuration modifications. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Medium
TCK-11948,Report from customer success: Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-11215,Ticket opened by employee: How can I transfer primary account ownership from d.rossi@acmecorp.com to finance@company.com? Causes immediate revenue loss and prevents checkout completion.,Account & Access,Low
TCK-11375,Issue logged via web portal: Please grant Administrator privileges and workspace owner role to new hire k.chen@hoolitech.com. Minor inconvenience for internal staff.,Account & Access,Medium
TCK-11247,Locked out of account. Password reset email never arrives for user j.smith@acmecorp.com. No immediate workaround available; critical customer escalation.,Account & Access,Low
TCK-10245,Infinite loop / UI freeze occurs whenever a user attempts importing customer leads from Salesforce on on Firefox ESR 115. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-11556,We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-10736,"Our corporate account was billed twice for invoice #59749. Total overcharge is $2,261. Low impact, customer is just inquiring for future planning.",Billing & Payment,High
TCK-11046,How can I transfer primary account ownership from k.chen@starkindustries.com to finance@company.com? This is blocking the entire finance department from closing month-end accounts.,Account & Access,Low
TCK-10809,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Hooli Tech. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,High
TCK-10170,User stated: Encountered a fatal crash during uploading a 25MB CSV data file. The screen went completely blank and logged HTTP 401 Unauthorized. Visual bug only; functional workflows remain operational.,Bug / System Error,Medium
TCK-11100,Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account l.muller. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Critical
TCK-11421,"Escalation notice: How can I transfer primary account ownership from j.smith@starkindustries.com to finance@company.com? Low impact, customer is just inquiring for future planning.",Account & Access,Low
TCK-10475,Support inquiry from tier-1: Encountered a fatal crash during saving nested profile permissions. The screen went completely blank and logged Database connection pool exhausted. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-10058,Issue logged via web portal: Intermittent failure: generating the annual revenue reconciliation report fails with HTTP 401 Unauthorized for about 15% of requests. Halts all production CI/CD deployments across engineering.,Bug / System Error,Medium
TCK-11219,Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Wayne Enterprises' despite being admin. Halts all production CI/CD deployments across engineering.,Account & Access,Medium
TCK-12401,Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. No immediate workaround available; critical customer escalation.,Technical / IT Support,Medium
TCK-10855,Urgent assistance requested: Please remove expired corporate credit card ending in 7452 and assign the new Amex as default. No immediate workaround available; critical customer escalation.,Billing & Payment,Low
TCK-11955,"Customer reports: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. High severity as our SLA requires a resolution within 2 hours.",Feature Request,Low
TCK-10161,Helpdesk dispatch: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Checkout Service.,Bug / System Error,Low
TCK-10151,Customer reports: Intermittent failure: generating the annual revenue reconciliation report fails with SSL handshake failed: certificate expired for about 15% of requests. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Medium
TCK-10259,"Issue logged via web portal: Data corruption risk: After rendering the executive KPI dashboard, previously saved records disappear from Ingestion Pipeline. High severity as our SLA requires a resolution within 2 hours.",Bug / System Error,Critical
TCK-11195,How can I transfer primary account ownership from j.smith@starkindustries.com to finance@company.com? Causes immediate revenue loss and prevents checkout completion.,Account & Access,Low
TCK-10603,Inquiry received: Requesting official formal price quote for expanding from 50 to 150 user licenses for Wayne Enterprises. No immediate workaround available; critical customer escalation.,Billing & Payment,Low
TCK-10429,"The export feature is generating corrupted, 0-byte files when uploading a 25MB CSV data file. Minor inconvenience for internal staff.",Bug / System Error,Medium
TCK-10577,"Critical alert logged: Account marked past due and suspended, but wire transfer of $3,603 was completed 3 business days ago. High severity as our SLA requires a resolution within 2 hours.",Billing & Payment,Critical
TCK-12321,"Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Low
TCK-11657,Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-11319,"Direct message from enterprise admin: User session randomly terminates every 3 minutes, forcing re-authentication on in staging environment. No immediate workaround available; critical customer escalation.",Account & Access,Medium
TCK-11818,Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-11516,"Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Low impact, customer is just inquiring for future planning.",Feature Request,Medium
TCK-11336,"Support inquiry from tier-1: User session randomly terminates every 3 minutes, forcing re-authentication on in staging environment. No immediate workaround available; critical customer escalation.",Account & Access,Medium
TCK-12272,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Low
TCK-10776,"Automated monitoring alert: Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Critical
TCK-11620,Escalation notice: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Halts all production CI/CD deployments across engineering.,Feature Request,Low
TCK-10954,Ticket opened by employee: Cannot download tax / VAT invoice receipt for invoice #50850. Need it immediately for external audit. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Medium
TCK-11192,"Account locked after multiple failed attempts. Please unlock username 'm.garcia' immediately. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-11712,Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Minor inconvenience for internal staff.,Feature Request,Low
TCK-10735,"Our corporate account was billed twice for invoice #35055. Total overcharge is $3,071. Causes immediate revenue loss and prevents checkout completion.",Billing & Payment,High
TCK-10004,"Report from customer success: Search index seems desynchronized in Reporting Engine; new entries do not appear after uploading a 25MB CSV data file. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Medium
TCK-10047,"Direct message from enterprise admin: Search index seems desynchronized in Notification Queue; new entries do not appear after invoking the batch synchronization API. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Medium
TCK-11459,"Critical alert logged: Account locked after multiple failed attempts. Please unlock username 'a.patel' immediately. Low impact, customer is just inquiring for future planning.",Account & Access,Medium
TCK-11165,"Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account m.garcia. Low impact, customer is just inquiring for future planning.",Account & Access,Critical
TCK-10334,"The export feature is generating corrupted, 0-byte files when generating the annual revenue reconciliation report. No immediate workaround available; critical customer escalation.",Bug / System Error,Medium
TCK-11993,"Helpdesk dispatch: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Affects more than 2,000 active concurrent users.",Feature Request,Low
TCK-11696,"Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Only affects a single user, but workaround is cumbersome.",Feature Request,Medium
TCK-12056,Critical alert logged: Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-12403,"Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-12102,Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Visual bug only; functional workflows remain operational.,Technical / IT Support,Medium
TCK-12288,Ticket opened by employee: Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. No immediate workaround available; critical customer escalation.,Technical / IT Support,Low
TCK-10182,"Internal incident report: The export feature is generating corrupted, 0-byte files when uploading a 25MB CSV data file. Causes immediate revenue loss and prevents checkout completion.",Bug / System Error,Medium
TCK-10192,Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Analytics Dashboard.,Bug / System Error,High
TCK-10984,"Automated monitoring alert: Disputed transaction: We were charged the Enterprise annual tier rate of $3,727 instead of monthly tier. Only affects a single user, but workaround is cumbersome.",Billing & Payment,High
TCK-12168,Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-12191,"Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-10758,Support inquiry from tier-1: Requesting official formal price quote for expanding from 50 to 150 user licenses for Globex Global. No immediate workaround available; critical customer escalation.,Billing & Payment,Low
TCK-10087,Urgent assistance requested: Infinite loop / UI freeze occurs whenever a user attempts uploading a 25MB CSV data file on on mobile client iOS 17.4. Minor inconvenience for internal staff.,Bug / System Error,High
TCK-10829,"Issue logged via web portal: Requesting official formal price quote for expanding from 50 to 150 user licenses for Acme Corp. Low impact, customer is just inquiring for future planning.",Billing & Payment,Low
TCK-10828,"Helpdesk dispatch: Our corporate account was billed twice for invoice #32376. Total overcharge is $4,347. Minor inconvenience for internal staff.",Billing & Payment,High
TCK-11325,Issue logged via web portal: Account locked after multiple failed attempts. Please unlock username 'l.muller' immediately. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Medium
TCK-11356,"Automated monitoring alert: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. Affects more than 2,000 active concurrent users.",Account & Access,Low
TCK-11218,How can I transfer primary account ownership from t.tanaka@hoolitech.com to finance@company.com? High severity as our SLA requires a resolution within 2 hours.,Account & Access,Low
TCK-10323,Search index seems desynchronized in Ingestion Pipeline; new entries do not appear after saving nested profile permissions. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,Low
TCK-11695,"Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Affects more than 2,000 active concurrent users.",Feature Request,Low
TCK-10714,"Report from customer success: Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Affects more than 2,000 active concurrent users.",Billing & Payment,Medium
TCK-12081,Helpdesk dispatch: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Minor inconvenience for internal staff.,Technical / IT Support,High
TCK-11614,"Internal incident report: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Causes immediate revenue loss and prevents checkout completion.",Feature Request,Medium
TCK-10614,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Cyberdyne Systems. Visual bug only; functional workflows remain operational.,Billing & Payment,High
TCK-11875,"Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. No immediate workaround available; critical customer escalation.",Feature Request,Medium
TCK-11561,User stated: Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? Causes immediate revenue loss and prevents checkout completion.,Feature Request,Low
TCK-10152,"UI regression: Form fields overlap and become unclickable in Notification Queue when processing payroll deductions for all employees. Affects more than 2,000 active concurrent users.",Bug / System Error,Low
TCK-10113,Client wrote: Infinite loop / UI freeze occurs whenever a user attempts saving nested profile permissions on on Ubuntu 22.04 LTS workstation. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-10944,"User stated: Account marked past due and suspended, but wire transfer of $4,207 was completed 3 business days ago. Halts all production CI/CD deployments across engineering.",Billing & Payment,Critical
TCK-11012,Locked out of account. Password reset email never arrives for user e.dubois@wayneenterprises.com. High severity as our SLA requires a resolution within 2 hours.,Account & Access,High
TCK-12179,Escalation notice: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Visual bug only; functional workflows remain operational.,Technical / IT Support,High
TCK-10461,Infinite loop / UI freeze occurs whenever a user attempts filtering transaction logs by timestamp on on Firefox ESR 115. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-11225,"Issue logged via web portal: User session randomly terminates every 3 minutes, forcing re-authentication on on dedicated AWS EC2 c5.4xlarge instance. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-12424,Direct message from enterprise admin: Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Low
TCK-10619,"Account marked past due and suspended, but wire transfer of $1,696 was completed 3 business days ago. Affects more than 2,000 active concurrent users.",Billing & Payment,Critical
TCK-10618,"Please update our billing address to 106 Market St, San Francisco and re-send the invoice #78807. Visual bug only; functional workflows remain operational.",Billing & Payment,Low
TCK-11513,"Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Only affects a single user, but workaround is cumbersome.",Feature Request,Medium
TCK-11303,Automated monitoring alert: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. No immediate workaround available; critical customer escalation.,Account & Access,High
TCK-11093,"Inquiry received: User session randomly terminates every 3 minutes, forcing re-authentication on in internal Kubernetes namespace 'billing-prod'. Low impact, customer is just inquiring for future planning.",Account & Access,Medium
TCK-10722,Please remove expired corporate credit card ending in 1166 and assign the new Amex as default. Halts all production CI/CD deployments across engineering.,Billing & Payment,Low
TCK-12473,"Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Visual bug only; functional workflows remain operational.",Technical / IT Support,Medium
TCK-11699,Support inquiry from tier-1: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Medium
TCK-10485,"Search index seems desynchronized in Reporting Engine; new entries do not appear after executing SQL query against reporting replica. Low impact, customer is just inquiring for future planning.",Bug / System Error,High
TCK-10458,Customer reports: Search index seems desynchronized in Reporting Engine; new entries do not appear after executing SQL query against reporting replica. Visual bug only; functional workflows remain operational.,Bug / System Error,Medium
TCK-12141,"Corporate VPN gateway is rejecting connections with 'TLS Handshake Failed'. Remote engineers cannot access servers. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Critical
TCK-12038,"Support inquiry from tier-1: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Affects more than 2,000 active concurrent users.",Technical / IT Support,Low
TCK-12223,"Client wrote: Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Causes immediate revenue loss and prevents checkout completion.",Technical / IT Support,Medium
TCK-11706,Client wrote: Requesting comprehensive audit log viewer in the admin console to track configuration modifications. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Medium
TCK-10660,Need clarification on line-item usage charges for data egress on current monthly billing statement. Halts all production CI/CD deployments across engineering.,Billing & Payment,Low
TCK-11961,Helpdesk dispatch: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Medium
TCK-10553,"Ticket opened by employee: Please update our billing address to 667 Market St, London and re-send the invoice #68455. Visual bug only; functional workflows remain operational.",Billing & Payment,Low
TCK-12245,"Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-12137,"Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Low impact, customer is just inquiring for future planning.",Technical / IT Support,High
TCK-11907,"Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Minor inconvenience for internal staff.",Feature Request,Medium
TCK-11124,Helpdesk dispatch: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account k.chen. Minor inconvenience for internal staff.,Account & Access,Critical
TCK-12119,"Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Affects more than 2,000 active concurrent users.",Technical / IT Support,Low
TCK-10052,Automated monitoring alert: Unhandled exception thrown during clicking the bulk submit button. Stack trace indicates HTTP 504 Gateway Timeout. on production cluster us-east-1. Visual bug only; functional workflows remain operational.,Bug / System Error,High
TCK-10584,Urgent assistance requested: Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Initech LLC. No immediate workaround available; critical customer escalation.,Billing & Payment,High
TCK-11515,"Issue logged via web portal: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. This is blocking the entire finance department from closing month-end accounts.",Feature Request,Medium
TCK-11819,Urgent assistance requested: Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-11065,Urgent assistance requested: Please grant Administrator privileges and workspace owner role to new hire k.chen@acmecorp.com. Halts all production CI/CD deployments across engineering.,Account & Access,Medium
TCK-12338,Helpdesk dispatch: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Low
TCK-10213,"UI regression: Form fields overlap and become unclickable in Analytics Dashboard when rendering the executive KPI dashboard. Affects more than 2,000 active concurrent users.",Bug / System Error,Medium
TCK-10101,Urgent assistance requested: Intermittent failure: clicking the bulk submit button fails with HTTP 401 Unauthorized for about 15% of requests. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Medium
TCK-10658,"Urgent assistance requested: Please update our billing address to 483 Market St, Berlin and re-send the invoice #24246. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Low
TCK-11600,"We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-11426,"User session randomly terminates every 3 minutes, forcing re-authentication on on employee MacBook Pro (macOS Sonoma). Causes immediate revenue loss and prevents checkout completion.",Account & Access,Medium
TCK-10071,Ticket opened by employee: UI regression: Form fields overlap and become unclickable in Inventory Microservice when generating the annual revenue reconciliation report. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Low
TCK-10143,"Unhandled exception thrown during saving nested profile permissions. Stack trace indicates java.lang.NullPointerException. on Firefox ESR 115. Low impact, customer is just inquiring for future planning.",Bug / System Error,High
TCK-10853,"Escalation notice: Cannot download tax / VAT invoice receipt for invoice #32553. Need it immediately for external audit. Affects more than 2,000 active concurrent users.",Billing & Payment,Medium
TCK-10053,Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Batch Processing Worker.,Bug / System Error,High
TCK-11117,"Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff t.tanaka@umbrellacorp.com. Affects more than 2,000 active concurrent users.",Account & Access,High
TCK-11782,Inquiry received: Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? This is blocking the entire finance department from closing month-end accounts.,Feature Request,High
TCK-10184,Issue logged via web portal: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Analytics Dashboard.,Bug / System Error,Low
TCK-11729,Escalation notice: Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Halts all production CI/CD deployments across engineering.,Feature Request,Medium
TCK-11537,Requesting comprehensive audit log viewer in the admin console to track configuration modifications. Visual bug only; functional workflows remain operational.,Feature Request,Medium
TCK-11201,"Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Stark Industries' despite being admin. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-11371,Support inquiry from tier-1: Locked out of account. Password reset email never arrives for user m.garcia@piedpiper.com. This is blocking the entire finance department from closing month-end accounts.,Account & Access,High
TCK-10591,"User stated: Disputed transaction: We were charged the Enterprise annual tier rate of $2,726 instead of monthly tier. This is blocking the entire finance department from closing month-end accounts.",Billing & Payment,Low
TCK-11495,Report from customer success: Company-wide SSO login outage: Okta SAML returns 'Invalid assertion signature'. All employees locked out! Minor inconvenience for internal staff.,Account & Access,Critical
TCK-10818,Requesting official formal price quote for expanding from 50 to 150 user licenses for Globex Global. No immediate workaround available; critical customer escalation.,Billing & Payment,Low
TCK-11709,Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Halts all production CI/CD deployments across engineering.,Feature Request,Low
TCK-11279,Support inquiry from tier-1: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account a.patel. High severity as our SLA requires a resolution within 2 hours.,Account & Access,Critical
TCK-10940,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Massive Dynamic. Visual bug only; functional workflows remain operational.,Billing & Payment,High
TCK-11475,Customer reports: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 1699. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Critical
TCK-11757,"Issue logged via web portal: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Low impact, customer is just inquiring for future planning.",Feature Request,High
TCK-11997,Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-12319,Urgent assistance requested: Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-11076,Support inquiry from tier-1: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 7854. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Critical
TCK-12232,"Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-12405,Helpdesk dispatch: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Minor inconvenience for internal staff.,Technical / IT Support,Medium
TCK-11044,Company-wide SSO login outage: Okta SAML returns 'Invalid assertion signature'. All employees locked out! Visual bug only; functional workflows remain operational.,Account & Access,Critical
TCK-11393,Direct message from enterprise admin: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. Halts all production CI/CD deployments across engineering.,Account & Access,High
TCK-10296,"Crash report: Worker thread terminated unexpectedly with HTTP 500 Internal Server Error while processing payroll deductions for all employees. Affects more than 2,000 active concurrent users.",Bug / System Error,Medium
TCK-12467,Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-11314,"Direct message from enterprise admin: How can I transfer primary account ownership from e.dubois@starkindustries.com to finance@company.com? Only affects a single user, but workaround is cumbersome.",Account & Access,High
TCK-10318,Infinite loop / UI freeze occurs whenever a user attempts processing payroll deductions for all employees on in staging environment. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-10329,"Intermittent failure: processing payroll deductions for all employees fails with java.lang.NullPointerException for about 15% of requests. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-10346,"Encountered a fatal crash during importing customer leads from Salesforce. The screen went completely blank and logged Deadlock detected in transaction #TX-9482. Affects more than 2,000 active concurrent users.",Bug / System Error,High
TCK-10231,"Intermittent failure: saving nested profile permissions fails with HTTP 401 Unauthorized for about 15% of requests. Affects more than 2,000 active concurrent users.",Bug / System Error,Medium
TCK-10488,"Customer reports: Search index seems desynchronized in Search Backend; new entries do not appear after filtering transaction logs by timestamp. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-11401,"Internal incident report: How can I transfer primary account ownership from e.dubois@hoolitech.com to finance@company.com? Only affects a single user, but workaround is cumbersome.",Account & Access,Low
TCK-11801,User stated: We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-11268,User stated: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 3383. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Critical
TCK-11251,Ticket opened by employee: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 5067. Minor inconvenience for internal staff.,Account & Access,Critical
TCK-12479,"Client wrote: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Medium
TCK-10408,Internal incident report: UI regression: Form fields overlap and become unclickable in Notification Queue when processing payroll deductions for all employees. Visual bug only; functional workflows remain operational.,Bug / System Error,Low
TCK-11396,"Issue logged via web portal: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 6419. Low impact, customer is just inquiring for future planning.",Account & Access,Critical
TCK-11030,Please grant Administrator privileges and workspace owner role to new hire a.patel@acmecorp.com. Visual bug only; functional workflows remain operational.,Account & Access,Medium
TCK-10352,"Direct message from enterprise admin: Infinite loop / UI freeze occurs whenever a user attempts importing customer leads from Salesforce on in staging environment. Only affects a single user, but workaround is cumbersome.",Bug / System Error,High
TCK-10364,"Client wrote: The export feature is generating corrupted, 0-byte files when filtering transaction logs by timestamp. Halts all production CI/CD deployments across engineering.",Bug / System Error,Medium
TCK-10447,"Application crashes consistently when importing customer leads from Salesforce. Error message: 'HTTP 504 Gateway Timeout'. Environment: in internal Kubernetes namespace 'billing-prod'. Affects more than 2,000 active concurrent users.",Bug / System Error,Critical
TCK-10502,"Please update our billing address to 150 Market St, Sydney and re-send the invoice #21673. Halts all production CI/CD deployments across engineering.",Billing & Payment,Low
TCK-12278,Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Medium
TCK-11654,Urgent assistance requested: We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-11630,Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Medium
TCK-10487,"Inquiry received: Infinite loop / UI freeze occurs whenever a user attempts executing SQL query against reporting replica on in staging environment. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-10501,"Disputed transaction: We were charged the Enterprise annual tier rate of $238 instead of monthly tier. Affects more than 2,000 active concurrent users.",Billing & Payment,High
TCK-11995,Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? Halts all production CI/CD deployments across engineering.,Feature Request,Low
TCK-11439,Client wrote: Account locked after multiple failed attempts. Please unlock username 'm.garcia' immediately. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Medium
TCK-10133,"Direct message from enterprise admin: Crash report: Worker thread terminated unexpectedly with HTTP 504 Gateway Timeout while executing SQL query against reporting replica. Low impact, customer is just inquiring for future planning.",Bug / System Error,Critical
TCK-10248,"Data corruption risk: After executing SQL query against reporting replica, previously saved records disappear from Batch Processing Worker. Affects more than 2,000 active concurrent users.",Bug / System Error,Critical
