ticket_id,text,category,priority
TCK-10981,"Please remove expired corporate credit card ending in 1325 and assign the new Amex as default. Low impact, customer is just inquiring for future planning.",Billing & Payment,Low
TCK-11103,Escalation notice: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account k.chen. Visual bug only; functional workflows remain operational.,Account & Access,Critical
TCK-12499,"Support inquiry from tier-1: CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Minor inconvenience for internal staff.",Technical / IT Support,High
TCK-10300,Crash report: Worker thread terminated unexpectedly with SocketTimeoutException after 30000ms while clicking the bulk submit button. Minor inconvenience for internal staff.,Bug / System Error,Critical
TCK-10834,"Report from customer success: Requesting official formal price quote for expanding from 50 to 150 user licenses for Umbrella Corp. Affects more than 2,000 active concurrent users.",Billing & Payment,Low
TCK-11915,Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Low
TCK-12300,"CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Halts all production CI/CD deployments across engineering.",Technical / IT Support,High
TCK-10365,"Internal incident report: Data corruption risk: After rendering the executive KPI dashboard, previously saved records disappear from Notification Queue. No immediate workaround available; critical customer escalation.",Bug / System Error,Critical
TCK-12339,Escalation notice: Internal code repository server (git.internal.corp) is completely unreachable; SSH connection timed out on port 22. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Critical
TCK-12256,"Helpdesk dispatch: Corporate VPN gateway is rejecting connections with 'TLS Handshake Failed'. Remote engineers cannot access servers. Affects more than 2,000 active concurrent users.",Technical / IT Support,Low
TCK-12283,Direct message from enterprise admin: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-12385,Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Minor inconvenience for internal staff.,Technical / IT Support,High
TCK-10343,Issue logged via web portal: Typo and visual bug: Text label displays 'Unkown Error' instead of valid status on Inventory Microservice.,Bug / System Error,Low
TCK-10004,"Report from customer success: Search index seems desynchronized in Reporting Engine; new entries do not appear after uploading a 25MB CSV data file. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Medium
TCK-10614,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Cyberdyne Systems. Visual bug only; functional workflows remain operational.,Billing & Payment,High
TCK-11921,Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. Causes immediate revenue loss and prevents checkout completion.,Feature Request,High
TCK-11625,"Automated monitoring alert: Feature Request: Please add native Dark Mode support across the entire web application dashboard. Low impact, customer is just inquiring for future planning.",Feature Request,Low
TCK-10410,Internal incident report: Application crashes consistently when uploading a 25MB CSV data file. Error message: 'SocketTimeoutException after 30000ms'. Environment: in staging environment. Halts all production CI/CD deployments across engineering.,Bug / System Error,Critical
TCK-10619,"Account marked past due and suspended, but wire transfer of $1,696 was completed 3 business days ago. Affects more than 2,000 active concurrent users.",Billing & Payment,Critical
TCK-11228,"Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account k.chen. Affects more than 2,000 active concurrent users.",Account & Access,Low
TCK-10616,Cannot download tax / VAT invoice receipt for invoice #62122. Need it immediately for external audit. Visual bug only; functional workflows remain operational.,Billing & Payment,Medium
TCK-11899,Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. Visual bug only; functional workflows remain operational.,Feature Request,Low
TCK-10639,User stated: Need clarification on line-item usage charges for data egress on current monthly billing statement. Visual bug only; functional workflows remain operational.,Billing & Payment,Low
TCK-10401,Report from customer success: Intermittent failure: importing customer leads from Salesforce fails with Database connection pool exhausted for about 15% of requests. Visual bug only; functional workflows remain operational.,Bug / System Error,Medium
TCK-11036,"User session randomly terminates every 3 minutes, forcing re-authentication on on corporate Lenovo ThinkPad T14. Minor inconvenience for internal staff.",Account & Access,Medium
TCK-10634,"Inquiry received: Please remove expired corporate credit card ending in 2594 and assign the new Amex as default. Affects more than 2,000 active concurrent users.",Billing & Payment,Low
TCK-11340,"Issue logged via web portal: User session randomly terminates every 3 minutes, forcing re-authentication on on production cluster us-east-1. This is blocking the entire finance department from closing month-end accounts.",Account & Access,Medium
TCK-10346,"Encountered a fatal crash during importing customer leads from Salesforce. The screen went completely blank and logged Deadlock detected in transaction #TX-9482. Affects more than 2,000 active concurrent users.",Bug / System Error,High
TCK-10255,UI regression: Form fields overlap and become unclickable in Analytics Dashboard when importing customer leads from Salesforce. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,Low
TCK-11326,"Direct message from enterprise admin: User session randomly terminates every 3 minutes, forcing re-authentication on on employee MacBook Pro (macOS Sonoma). This is blocking the entire finance department from closing month-end accounts.",Account & Access,Medium
TCK-11846,"Escalation notice: Can we add granular tag-based filtering and custom multi-select fields to the main ticket view? Only affects a single user, but workaround is cumbersome.",Feature Request,Low
TCK-10647,"Escalation notice: Requesting official formal price quote for expanding from 50 to 150 user licenses for Globex Global. Affects more than 2,000 active concurrent users.",Billing & Payment,Low
TCK-11845,"Customer reports: Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Affects more than 2,000 active concurrent users.",Feature Request,Critical
TCK-11282,Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff t.tanaka@wayneenterprises.com. No immediate workaround available; critical customer escalation.,Account & Access,High
TCK-12177,Automated monitoring alert: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Halts all production CI/CD deployments across engineering.,Technical / IT Support,High
TCK-11633,"Requesting comprehensive audit log viewer in the admin console to track configuration modifications. Only affects a single user, but workaround is cumbersome.",Feature Request,Medium
TCK-10436,Urgent assistance requested: UI regression: Form fields overlap and become unclickable in Checkout Service when uploading a 25MB CSV data file. Minor inconvenience for internal staff.,Bug / System Error,Low
TCK-11648,Customer reports: Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Medium
TCK-11777,Critical alert logged: Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. High severity as our SLA requires a resolution within 2 hours.,Feature Request,Medium
TCK-12426,Customer reports: Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. No immediate workaround available; critical customer escalation.,Technical / IT Support,Medium
TCK-11765,User stated: Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-12335,User stated: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. Visual bug only; functional workflows remain operational.,Technical / IT Support,Low
TCK-10245,Infinite loop / UI freeze occurs whenever a user attempts importing customer leads from Salesforce on on Firefox ESR 115. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-10226,Customer reports: Crash report: Worker thread terminated unexpectedly with HTTP 500 Internal Server Error while clicking the bulk submit button. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Critical
TCK-11520,Customer reports: Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. High severity as our SLA requires a resolution within 2 hours.,Feature Request,High
TCK-11486,Inquiry received: Please grant Administrator privileges and workspace owner role to new hire t.tanaka@acmecorp.com. This is blocking the entire finance department from closing month-end accounts.,Account & Access,Medium
TCK-11833,Requesting comprehensive audit log viewer in the admin console to track configuration modifications. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Medium
TCK-10810,Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Medium
TCK-11533,"Inquiry received: Requesting Webhook support for ticket status updates so our engineering team can trigger custom Slack alerts. Affects more than 2,000 active concurrent users.",Feature Request,Medium
TCK-11990,Would appreciate an automated weekly email digest summarizing team performance and open ticket counts. Minor inconvenience for internal staff.,Feature Request,Critical
TCK-11388,Customer reports: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. No immediate workaround available; critical customer escalation.,Account & Access,Low
TCK-11986,"Internal incident report: Please introduce keyboard navigation shortcuts (e.g., 'j/k' to traverse items, 'e' to archive) for power users. High severity as our SLA requires a resolution within 2 hours.",Feature Request,Low
TCK-10295,"Issue logged via web portal: Intermittent failure: uploading a 25MB CSV data file fails with SSL handshake failed: certificate expired for about 15% of requests. Affects more than 2,000 active concurrent users.",Bug / System Error,Medium
TCK-10126,Encountered a fatal crash during rendering the executive KPI dashboard. The screen went completely blank and logged HTTP 403 Forbidden - Access Denied. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,High
TCK-11353,"Please grant Administrator privileges and workspace owner role to new hire d.rossi@starkindustries.com. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-11667,Kindly increase maximum file upload limit from 10MB to 100MB to support uploading short debugging screen recordings. Minor inconvenience for internal staff.,Feature Request,Low
TCK-11261,User stated: Password reset link gives 'HTTP 400 Token Invalid or Expired' immediately upon opening. This is blocking the entire finance department from closing month-end accounts.,Account & Access,High
TCK-11223,Internal incident report: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 6355. Causes immediate revenue loss and prevents checkout completion.,Account & Access,Critical
TCK-11708,Please provide a public REST API endpoint allowing programmatic retrieval of workspace analytics metrics. Halts all production CI/CD deployments across engineering.,Feature Request,Medium
TCK-12345,"Support inquiry from tier-1: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Low impact, customer is just inquiring for future planning.",Technical / IT Support,Medium
TCK-10796,Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,Critical
TCK-10019,"Client wrote: Encountered a fatal crash during processing payroll deductions for all employees. The screen went completely blank and logged SSL handshake failed: certificate expired. Low impact, customer is just inquiring for future planning.",Bug / System Error,High
TCK-11278,"User stated: User session randomly terminates every 3 minutes, forcing re-authentication on on mobile client iOS 17.4. Halts all production CI/CD deployments across engineering.",Account & Access,Medium
TCK-12392,Report from customer success: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. High severity as our SLA requires a resolution within 2 hours.,Technical / IT Support,Low
TCK-12298,Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Medium
TCK-11408,Urgent assistance requested: Account locked after multiple failed attempts. Please unlock username 'a.patel' immediately. Visual bug only; functional workflows remain operational.,Account & Access,Medium
TCK-10274,Application crashes consistently when importing customer leads from Salesforce. Error message: 'SocketTimeoutException after 30000ms'. Environment: in staging environment. This is blocking the entire finance department from closing month-end accounts.,Bug / System Error,Critical
TCK-11803,Automated monitoring alert: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. No immediate workaround available; critical customer escalation.,Feature Request,Low
TCK-11753,"Support inquiry from tier-1: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Affects more than 2,000 active concurrent users.",Feature Request,High
TCK-11442,Client wrote: Need help configuring Role-Based Access Control (RBAC) permissions for third-party auditing contractors. High severity as our SLA requires a resolution within 2 hours.,Account & Access,Low
TCK-11433,Inquiry received: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account l.muller. Minor inconvenience for internal staff.,Account & Access,Critical
TCK-11148,"User session randomly terminates every 3 minutes, forcing re-authentication on on mobile client iOS 17.4. Halts all production CI/CD deployments across engineering.",Account & Access,Low
TCK-11946,Feature Request: Please add native Dark Mode support across the entire web application dashboard. Minor inconvenience for internal staff.,Feature Request,Low
TCK-11396,"Issue logged via web portal: Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 6419. Low impact, customer is just inquiring for future planning.",Account & Access,Critical
TCK-10117,Intermittent failure: clicking the bulk submit button fails with OutOfMemoryError: Java heap space for about 15% of requests. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,Medium
TCK-12498,Inquiry received: Assistance needed to configure corporate AWS CLI credentials and kubectl context on developer workstation. No immediate workaround available; critical customer escalation.,Technical / IT Support,Low
TCK-10014,"Support inquiry from tier-1: Data corruption risk: After executing SQL query against reporting replica, previously saved records disappear from Notification Queue. Minor inconvenience for internal staff.",Bug / System Error,Critical
TCK-10221,"Critical alert logged: Bug discovered in Notification Queue: rendering the executive KPI dashboard yields incorrect calculation results. Low impact, customer is just inquiring for future planning.",Bug / System Error,Critical
TCK-10774,Customer reports: Cannot download tax / VAT invoice receipt for invoice #49089. Need it immediately for external audit. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,Medium
TCK-10166,"User stated: Encountered a fatal crash during executing SQL query against reporting replica. The screen went completely blank and logged OutOfMemoryError: Java heap space. Affects more than 2,000 active concurrent users.",Bug / System Error,High
TCK-11979,"Customer reports: Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. Low impact, customer is just inquiring for future planning.",Feature Request,Low
TCK-10737,Issue logged via web portal: Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Stark Industries. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,High
TCK-11936,We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Low
TCK-10354,Infinite loop / UI freeze occurs whenever a user attempts importing customer leads from Salesforce on in internal Kubernetes namespace 'billing-prod'. Halts all production CI/CD deployments across engineering.,Bug / System Error,High
TCK-10285,Internal incident report: Crash report: Worker thread terminated unexpectedly with OutOfMemoryError: Java heap space while uploading a 25MB CSV data file. Halts all production CI/CD deployments across engineering.,Bug / System Error,Critical
TCK-10182,"Internal incident report: The export feature is generating corrupted, 0-byte files when uploading a 25MB CSV data file. Causes immediate revenue loss and prevents checkout completion.",Bug / System Error,Medium
TCK-12348,Report from customer success: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. No immediate workaround available; critical customer escalation.,Technical / IT Support,Low
TCK-10991,"Please update our billing address to 999 Market St, Tokyo and re-send the invoice #34667. Causes immediate revenue loss and prevents checkout completion.",Billing & Payment,Low
TCK-10996,Helpdesk dispatch: Cannot download tax / VAT invoice receipt for invoice #62352. Need it immediately for external audit. Halts all production CI/CD deployments across engineering.,Billing & Payment,Medium
TCK-11485,"Report from customer success: User session randomly terminates every 3 minutes, forcing re-authentication on within the European data region eu-west-1. Affects more than 2,000 active concurrent users.",Account & Access,Medium
TCK-10358,"Crash report: Worker thread terminated unexpectedly with Deadlock detected in transaction #TX-9482 while saving nested profile permissions. Low impact, customer is just inquiring for future planning.",Bug / System Error,Critical
TCK-11491,Please grant Administrator privileges and workspace owner role to new hire a.patel@piedpiper.com. Halts all production CI/CD deployments across engineering.,Account & Access,Low
TCK-11614,"Internal incident report: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Causes immediate revenue loss and prevents checkout completion.",Feature Request,Medium
TCK-11751,Feature request: Allow custom branding and company logo white-labeling on client-facing export reports. No immediate workaround available; critical customer escalation.,Feature Request,Critical
TCK-11390,Urgent assistance requested: Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff d.rossi@massivedynamic.com. Visual bug only; functional workflows remain operational.,Account & Access,High
TCK-10532,Cannot download tax / VAT invoice receipt for invoice #75325. Need it immediately for external audit. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,Medium
TCK-11288,User stated: Please grant Administrator privileges and workspace owner role to new hire j.smith@initechllc.com. Minor inconvenience for internal staff.,Account & Access,Medium
TCK-11283,"Issue logged via web portal: Company-wide SSO login outage: Okta SAML returns 'Invalid assertion signature'. All employees locked out! Only affects a single user, but workaround is cumbersome.",Account & Access,Critical
TCK-10279,"Helpdesk dispatch: Intermittent failure: uploading a 25MB CSV data file fails with OutOfMemoryError: Java heap space for about 15% of requests. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-10185,Search index seems desynchronized in Analytics Dashboard; new entries do not appear after executing SQL query against reporting replica. Minor inconvenience for internal staff.,Bug / System Error,Medium
TCK-12457,Direct message from enterprise admin: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Medium
TCK-10861,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Stark Industries. Minor inconvenience for internal staff.,Billing & Payment,High
TCK-12254,Automated monitoring alert: Floor 3 network printer is displaying 'Paper Jam Error 52' even though the internal tray is completely clear. Minor inconvenience for internal staff.,Technical / IT Support,Low
TCK-10041,"The export feature is generating corrupted, 0-byte files when clicking the bulk submit button. This is blocking the entire finance department from closing month-end accounts.",Bug / System Error,Medium
TCK-10770,"Urgent assistance requested: Invoice #25004 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-25004. Only affects a single user, but workaround is cumbersome.",Billing & Payment,Medium
TCK-12347,"User stated: Physical Ethernet port at desk #38 has no link light and does not assign a DHCP IP address. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Low
TCK-10486,Automated monitoring alert: Intermittent failure: invoking the batch synchronization API fails with HTTP 403 Forbidden - Access Denied for about 15% of requests. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Medium
TCK-10136,"Issue logged via web portal: Data corruption risk: After filtering transaction logs by timestamp, previously saved records disappear from Notification Queue. No immediate workaround available; critical customer escalation.",Bug / System Error,Critical
TCK-11097,"Direct message from enterprise admin: Please grant Administrator privileges and workspace owner role to new hire k.chen@hoolitech.com. Only affects a single user, but workaround is cumbersome.",Account & Access,Medium
TCK-10955,Cannot download tax / VAT invoice receipt for invoice #60966. Need it immediately for external audit. High severity as our SLA requires a resolution within 2 hours.,Billing & Payment,High
TCK-11145,Inquiry received: Account locked after multiple failed attempts. Please unlock username 'j.smith' immediately. Minor inconvenience for internal staff.,Account & Access,Medium
TCK-11425,Account locked after multiple failed attempts. Please unlock username 'e.dubois' immediately. Visual bug only; functional workflows remain operational.,Account & Access,Medium
TCK-12337,"Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. High severity as our SLA requires a resolution within 2 hours.",Technical / IT Support,Medium
TCK-11095,Locked out of account. Password reset email never arrives for user d.rossi@hoolitech.com. Visual bug only; functional workflows remain operational.,Account & Access,High
TCK-10100,"Ticket opened by employee: Data corruption risk: After clicking the bulk submit button, previously saved records disappear from Analytics Dashboard. Visual bug only; functional workflows remain operational.",Bug / System Error,Critical
TCK-11040,Internal incident report: How can I transfer primary account ownership from e.dubois@umbrellacorp.com to finance@company.com? Causes immediate revenue loss and prevents checkout completion.,Account & Access,Low
TCK-12134,Internal code repository server (git.internal.corp) is completely unreachable; SSH connection timed out on port 22. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Critical
TCK-10016,"Report from customer success: Data corruption risk: After saving nested profile permissions, previously saved records disappear from Analytics Dashboard. High severity as our SLA requires a resolution within 2 hours.",Bug / System Error,Critical
TCK-11244,Client wrote: Locked out of account. Password reset email never arrives for user l.muller@initechllc.com. Visual bug only; functional workflows remain operational.,Account & Access,High
TCK-11010,Internal incident report: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account a.patel. No immediate workaround available; critical customer escalation.,Account & Access,Critical
TCK-11883,Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Halts all production CI/CD deployments across engineering.,Feature Request,Medium
TCK-12021,Issue logged via web portal: Need replacement 90W USB-C AC power adapter for Dell Latitude laptop; current cable has a frayed wire. No immediate workaround available; critical customer escalation.,Technical / IT Support,Low
TCK-12133,"Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Affects more than 2,000 active concurrent users.",Technical / IT Support,Medium
TCK-10714,"Report from customer success: Subscription auto-renewed without prior 30-day notice; requesting full refund for unused seat licenses. Affects more than 2,000 active concurrent users.",Billing & Payment,Medium
TCK-11006,"User session randomly terminates every 3 minutes, forcing re-authentication on on dedicated AWS EC2 c5.4xlarge instance. Visual bug only; functional workflows remain operational.",Account & Access,Medium
TCK-12044,"CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. Visual bug only; functional workflows remain operational.",Technical / IT Support,High
TCK-11195,How can I transfer primary account ownership from j.smith@starkindustries.com to finance@company.com? Causes immediate revenue loss and prevents checkout completion.,Account & Access,Low
TCK-11619,"Ticket opened by employee: Feature enhancement: Support multi-currency checkout (EUR, GBP, JPY, CAD) on the customer-facing billing page. Visual bug only; functional workflows remain operational.",Feature Request,Critical
TCK-12079,"User stated: Office Wi-Fi in the 4th floor engineering wing is suffering severe packet loss and DNS resolution timeouts. Affects more than 2,000 active concurrent users.",Technical / IT Support,High
TCK-11507,Direct message from enterprise admin: We would love the ability to export all chart visualizations directly to high-res SVG or vector PDF. This is blocking the entire finance department from closing month-end accounts.,Feature Request,Low
TCK-10269,"Helpdesk dispatch: Encountered a fatal crash during invoking the batch synchronization API. The screen went completely blank and logged Database connection pool exhausted. Affects more than 2,000 active concurrent users.",Bug / System Error,High
TCK-10475,Support inquiry from tier-1: Encountered a fatal crash during saving nested profile permissions. The screen went completely blank and logged Database connection pool exhausted. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,High
TCK-11455,Two-Factor Authentication (2FA) SMS verification code is not being delivered to phone ending in 9938. Visual bug only; functional workflows remain operational.,Account & Access,Critical
TCK-10474,"Helpdesk dispatch: Application crashes consistently when processing payroll deductions for all employees. Error message: 'Deadlock detected in transaction #TX-9482'. Environment: connecting through corporate Zscaler VPN. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Critical
TCK-11069,"Customer reports: Received '403 Forbidden: Insufficient Permissions' when trying to access workspace 'Stark Industries' despite being admin. Low impact, customer is just inquiring for future planning.",Account & Access,Medium
TCK-11147,Automated monitoring alert: Security escalation: Unusual login detected from unrecognized IP in foreign jurisdiction for account t.tanaka. Halts all production CI/CD deployments across engineering.,Account & Access,Critical
TCK-10074,Customer reports: Encountered a fatal crash during executing SQL query against reporting replica. The screen went completely blank and logged ERR_CONNECTION_REFUSED on port 8080. Minor inconvenience for internal staff.,Bug / System Error,High
TCK-10779,"Support inquiry from tier-1: Disputed transaction: We were charged the Enterprise annual tier rate of $3,999 instead of monthly tier. This is blocking the entire finance department from closing month-end accounts.",Billing & Payment,High
TCK-10627,"Please update our billing address to 208 Market St, Sydney and re-send the invoice #46747. Visual bug only; functional workflows remain operational.",Billing & Payment,Low
TCK-12484,"Ticket opened by employee: Outlook desktop app crashes repeatedly during startup with error 'MAPI32.DLL missing or corrupt'. Only affects a single user, but workaround is cumbersome.",Technical / IT Support,Medium
TCK-10090,Support inquiry from tier-1: Application crashes consistently when clicking the bulk submit button. Error message: 'HTTP 401 Unauthorized'. Environment: in internal Kubernetes namespace 'billing-prod'. Causes immediate revenue loss and prevents checkout completion.,Bug / System Error,Critical
TCK-10008,Report from customer success: Unhandled exception thrown during uploading a 25MB CSV data file. Stack trace indicates ERR_CONNECTION_REFUSED on port 8080. on employee MacBook Pro (macOS Sonoma). Visual bug only; functional workflows remain operational.,Bug / System Error,High
TCK-10314,"Bug discovered in Batch Processing Worker: rendering the executive KPI dashboard yields incorrect calculation results. Low impact, customer is just inquiring for future planning.",Bug / System Error,Critical
TCK-10568,Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Visual bug only; functional workflows remain operational.,Billing & Payment,Critical
TCK-10416,UI regression: Form fields overlap and become unclickable in Search Backend when saving nested profile permissions. Minor inconvenience for internal staff.,Bug / System Error,Low
TCK-10463,Unhandled exception thrown during saving nested profile permissions. Stack trace indicates SSL handshake failed: certificate expired. within the European data region eu-west-1. No immediate workaround available; critical customer escalation.,Bug / System Error,High
TCK-10640,"Invoice #80645 has the incorrect legal entity tax ID. Please regenerate with GST/VAT #VAT-80645. Low impact, customer is just inquiring for future planning.",Billing & Payment,Medium
TCK-10394,"Unhandled exception thrown during generating the annual revenue reconciliation report. Stack trace indicates HTTP 500 Internal Server Error. on dedicated AWS EC2 c5.4xlarge instance. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-12223,"Client wrote: Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Causes immediate revenue loss and prevents checkout completion.",Technical / IT Support,Medium
TCK-10150,Bug discovered in Notification Queue: rendering the executive KPI dashboard yields incorrect calculation results. High severity as our SLA requires a resolution within 2 hours.,Bug / System Error,Critical
TCK-12067,Internal incident report: Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. Causes immediate revenue loss and prevents checkout completion.,Technical / IT Support,Low
TCK-11498,"Escalation notice: User session randomly terminates every 3 minutes, forcing re-authentication on on Ubuntu 22.04 LTS workstation. Causes immediate revenue loss and prevents checkout completion.",Account & Access,Medium
TCK-10826,"Escalation notice: Please update our billing address to 358 Market St, Sydney and re-send the invoice #84096. No immediate workaround available; critical customer escalation.",Billing & Payment,Low
TCK-10516,Urgent assistance requested: Requesting official formal price quote for expanding from 50 to 150 user licenses for Hooli Tech. Halts all production CI/CD deployments across engineering.,Billing & Payment,Low
TCK-12395,Customer reports: Dual external monitors are not recognized when connecting Lenovo ThinkPad to the USB-C docking station. Halts all production CI/CD deployments across engineering.,Technical / IT Support,Low
TCK-10786,"Issue logged via web portal: Payment gateway webhook failed after customer checkout; customer was charged but order shows unpaid. Affects more than 2,000 active concurrent users.",Billing & Payment,Critical
TCK-12478,Requesting standard workstation hardware provisioning for incoming senior software engineer starting next week. This is blocking the entire finance department from closing month-end accounts.,Technical / IT Support,Low
TCK-12285,"Issue logged via web portal: Local Docker desktop engine fails to start, reporting 'Hardware-assisted virtualization is disabled in UEFI'. Affects more than 2,000 active concurrent users.",Technical / IT Support,Medium
TCK-11143,"Please grant Administrator privileges and workspace owner role to new hire l.muller@umbrellacorp.com. Low impact, customer is just inquiring for future planning.",Account & Access,High
TCK-11891,Can you support bulk employee CSV upload? Manually creating individual user accounts is too slow. Causes immediate revenue loss and prevents checkout completion.,Feature Request,Medium
TCK-10689,Credit card payment failed with code ERR_CARD_PROCESSOR_TIMEOUT for company Stark Industries. Causes immediate revenue loss and prevents checkout completion.,Billing & Payment,High
TCK-11060,"Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff t.tanaka@umbrellacorp.com. Low impact, customer is just inquiring for future planning.",Account & Access,Critical
TCK-11349,Locked out of account. Password reset email never arrives for user d.rossi@initechllc.com. Visual bug only; functional workflows remain operational.,Account & Access,High
TCK-11212,Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff a.patel@umbrellacorp.com. High severity as our SLA requires a resolution within 2 hours.,Account & Access,High
TCK-10083,"Helpdesk dispatch: The export feature is generating corrupted, 0-byte files when invoking the batch synchronization API. Only affects a single user, but workaround is cumbersome.",Bug / System Error,Low
TCK-12178,"Support inquiry from tier-1: CrowdStrike endpoint sensor is consuming 98% CPU continuously, causing laptop to freeze. No immediate workaround available; critical customer escalation.",Technical / IT Support,Medium
TCK-11138,Escalation notice: Immediate offboarding request: Please revoke all API tokens and deactivate account for former staff j.smith@acmecorp.com. Causes immediate revenue loss and prevents checkout completion.,Account & Access,High
TCK-10557,"Direct message from enterprise admin: Please update our billing address to 116 Market St, San Francisco and re-send the invoice #11255. This is blocking the entire finance department from closing month-end accounts.",Billing & Payment,Low
TCK-10488,"Customer reports: Search index seems desynchronized in Search Backend; new entries do not appear after filtering transaction logs by timestamp. Low impact, customer is just inquiring for future planning.",Bug / System Error,Medium
TCK-10303,"Ticket opened by employee: The export feature is generating corrupted, 0-byte files when saving nested profile permissions. High severity as our SLA requires a resolution within 2 hours.",Bug / System Error,Medium
TCK-11488,"User session randomly terminates every 3 minutes, forcing re-authentication on in staging environment. No immediate workaround available; critical customer escalation.",Account & Access,Medium
